issue,ADM3_PCODE,provincia_sat,canton_sat,parroquia_sat,sat_personas,censo_personas,censo_nbi_personas_viviendas_particulares,censo_personas_minus_sat_personas,censo_nbi_personas_minus_sat_personas
sat_personas_differs_from_total_population,EC050157,Cotopaxi,Latacunga,Once de Noviembre,3230,3233.0,3230.0,3.0,0.0
sat_personas_differs_from_total_population,EC090852,Guayas,El Empalme,El Rosario,10080,10081.0,10080.0,1.0,0.0
sat_personas_differs_from_total_population,EC071355,El Oro,Zaruma,Huertas,2308,2310.0,2308.0,2.0,0.0
sat_personas_differs_from_total_population,EC170177,Pichincha,Distrito Metropolitano de Quito,Pomasqui,36749,36883.0,36749.0,134.0,0.0
sat_personas_differs_from_total_population,EC030550,Cañar,El Tambo,El Tambo,9264,9285.0,9264.0,21.0,0.0
sat_personas_differs_from_total_population,EC160252,Pastaza,Mera,Shell,9441,9494.0,9441.0,53.0,0.0
sat_personas_differs_from_total_population,EC070850,El Oro,Marcabelí,Marcabelí,6603,6614.0,6603.0,11.0,0.0
sat_personas_differs_from_total_population,EC100452,Imbabura,Otavalo,Eugenio Espejo,8809,8812.0,8809.0,3.0,0.0
sat_personas_differs_from_total_population,EC010950,Azuay,Sígsig,Sígsig,10655,10656.0,10655.0,1.0,0.0
sat_personas_differs_from_total_population,EC090550,Guayas,Colimes,Colimes,20299,20339.0,20299.0,40.0,0.0
sat_personas_differs_from_total_population,EC210150,Sucumbíos,Lago Agrio,Nueva Loja,64904,65791.0,64904.0,887.0,0.0
sat_personas_differs_from_total_population,EC210158,Sucumbíos,Lago Agrio,Santa Cecilia,8662,8669.0,8662.0,7.0,0.0
sat_personas_differs_from_total_population,EC011450,Azuay,Guachapala,Guachapala,3582,3586.0,3582.0,4.0,0.0
sat_personas_differs_from_total_population,EC100254,Imbabura,Antonio Ante,San Roque,12215,12226.0,12215.0,11.0,0.0
sat_personas_differs_from_total_population,EC071350,El Oro,Zaruma,Zaruma,11530,11592.0,11530.0,62.0,0.0
sat_personas_differs_from_total_population,EC170352,Pichincha,Mejía,Aloasí,12526,12530.0,12526.0,4.0,0.0
sat_personas_differs_from_total_population,EC010359,Azuay,Gualaceo,Luis Cordero Vega,2668,2670.0,2668.0,2.0,0.0
sat_personas_differs_from_total_population,EC091152,Guayas,Naranjal,San Carlos,9398,9404.0,9398.0,6.0,0.0
sat_personas_differs_from_total_population,EC060354,Chimborazo,Colta,Santiago de Quito,3183,3188.0,3183.0,5.0,0.0
sat_personas_differs_from_total_population,EC040252,Carchi,Bolívar,Los Andes,2535,2536.0,2535.0,1.0,0.0
sat_personas_differs_from_total_population,EC160250,Pastaza,Mera,Mera,1883,1909.0,1883.0,26.0,0.0
sat_personas_differs_from_total_population,EC160450,Pastaza,Arajuno,Arajuno,5687,5690.0,5687.0,3.0,0.0
sat_personas_differs_from_total_population,EC170180,Pichincha,Distrito Metropolitano de Quito,San Antonio,49846,49984.0,49846.0,138.0,0.0
sat_personas_differs_from_total_population,EC040451,Carchi,Mira,Concepción,2657,2680.0,2657.0,23.0,0.0
sat_personas_differs_from_total_population,EC131951,Manabí,Puerto López,Machalilla,6301,6303.0,6301.0,2.0,0.0
sat_personas_differs_from_total_population,EC240150,Santa Elena,Santa Elena,Santa Elena,72545,72598.0,72545.0,53.0,0.0
sat_personas_differs_from_total_population,EC180158,Tungurahua,Ambato,Montalvo,6187,6193.0,6187.0,6.0,0.0
sat_personas_differs_from_total_population,EC111050,Loja,Puyango,Alamor,8983,8987.0,8983.0,4.0,0.0
sat_personas_differs_from_total_population,EC091850,Guayas,Santa Lucía,Santa Lucía,43691,43700.0,43691.0,9.0,0.0
sat_personas_differs_from_total_population,EC130454,Manabí,El Carmen,El Paraíso la 14,11953,11964.0,11953.0,11.0,0.0
sat_personas_differs_from_total_population,EC091250,Guayas,Naranjito,Naranjito,44130,44169.0,44130.0,39.0,0.0
sat_personas_differs_from_total_population,EC060450,Chimborazo,Chambo,Chambo,13399,13431.0,13399.0,32.0,0.0
sat_personas_differs_from_total_population,EC190553,Zamora Chinchipe,Yantzaza,Los Encuentros,4131,4132.0,4131.0,1.0,0.0
sat_personas_differs_from_total_population,EC180155,Tungurahua,Ambato,Huachi Grande,15766,15782.0,15766.0,16.0,0.0
sat_personas_differs_from_total_population,EC091154,Guayas,Naranjal,Taura,9450,9467.0,9450.0,17.0,0.0
sat_personas_differs_from_total_population,EC030450,Cañar,La Troncal,La Troncal,46421,46505.0,46421.0,84.0,0.0
sat_personas_differs_from_total_population,EC150155,Napo,Tena,Puerto Misahuallí,4865,4868.0,4865.0,3.0,0.0
sat_personas_differs_from_total_population,EC210450,Sucumbíos,Shushufindi,Shushufindi,30729,30747.0,30729.0,18.0,0.0
sat_personas_differs_from_total_population,EC110156,Loja,Loja,Malacatos,8605,8669.0,8605.0,64.0,0.0
sat_personas_differs_from_total_population,EC071150,El Oro,Portovelo,Portovelo,11376,11389.0,11376.0,13.0,0.0
sat_personas_differs_from_total_population,EC070254,El Oro,Arenillas,Palmales,3382,3385.0,3382.0,3.0,0.0
sat_personas_differs_from_total_population,EC170156,Pichincha,Distrito Metropolitano de Quito,Conocoto,127486,127815.0,127486.0,329.0,0.0
sat_personas_differs_from_total_population,EC180152,Tungurahua,Ambato,Atahualpa,14226,14231.0,14226.0,5.0,0.0
sat_personas_differs_from_total_population,EC190550,Zamora Chinchipe,Yantzaza,Yantzaza,16346,16375.0,16346.0,29.0,0.0
sat_personas_differs_from_total_population,EC180350,Tungurahua,Cevallos,Cevallos,10404,10433.0,10404.0,29.0,0.0
sat_personas_differs_from_total_population,EC060650,Chimborazo,Guamote,Guamote,19374,19382.0,19374.0,8.0,0.0
sat_personas_differs_from_total_population,EC180163,Tungurahua,Ambato,San Bartolomé de Pinllo,10229,10240.0,10229.0,11.0,0.0
sat_personas_differs_from_total_population,EC100450,Imbabura,Otavalo,Otavalo,55515,55534.0,55515.0,19.0,0.0
sat_personas_differs_from_total_population,EC060160,Chimborazo,Riobamba,San Juan,6306,6309.0,6306.0,3.0,0.0
sat_personas_differs_from_total_population,EC090650,Guayas,Daule,Daule,183206,183399.0,183206.0,193.0,0.0
sat_personas_differs_from_total_population,EC180156,Tungurahua,Ambato,Izamba,21352,22218.0,21352.0,866.0,0.0
sat_personas_differs_from_total_population,EC020550,Bolívar,San Miguel,San Miguel,13944,14040.0,13944.0,96.0,0.0
sat_personas_differs_from_total_population,EC170151,Pichincha,Distrito Metropolitano de Quito,Alangasí,34434,34655.0,34434.0,221.0,0.0
sat_personas_differs_from_total_population,EC150150,Napo,Tena,Tena,39535,39578.0,39535.0,43.0,0.0
sat_personas_differs_from_total_population,EC160150,Pastaza,Pastaza,Puyo,39372,39473.0,39372.0,101.0,0.0
sat_personas_differs_from_total_population,EC160163,Pastaza,Pastaza,Tarqui,14209,14242.0,14209.0,33.0,0.0
sat_personas_differs_from_total_population,EC010169,Azuay,Cuenca,Turi,12690,13901.0,12690.0,1211.0,0.0
sat_personas_differs_from_total_population,EC120850,Los Ríos,Vinces,Vinces,63515,63527.0,63515.0,12.0,0.0
sat_personas_differs_from_total_population,EC180750,Tungurahua,San Pedro de Pelileo,Pelileo,28061,28073.0,28061.0,12.0,0.0
sat_personas_differs_from_total_population,EC091050,Guayas,Milagro,Milagro,173358,173407.0,173358.0,49.0,0.0
sat_personas_differs_from_total_population,EC070150,El Oro,Machala,Machala,300360,301771.0,300360.0,1411.0,0.0
sat_personas_differs_from_total_population,EC170155,Pichincha,Distrito Metropolitano de Quito,Calderón,250775,250877.0,250775.0,102.0,0.0
sat_personas_differs_from_total_population,EC050650,Cotopaxi,Saquisilí,Saquisilí,16156,16163.0,16156.0,7.0,0.0
sat_personas_differs_from_total_population,EC180153,Tungurahua,Ambato,Augusto N. Martínez,8469,8474.0,8469.0,5.0,0.0
sat_personas_differs_from_total_population,EC131950,Manabí,Puerto López,Puerto López,13411,13489.0,13411.0,78.0,0.0
sat_personas_differs_from_total_population,EC090950,Guayas,El Triunfo,El Triunfo,60262,60541.0,60262.0,279.0,0.0
sat_personas_differs_from_total_population,EC180850,Tungurahua,Santiago de Píllaro,Píllaro,15975,16012.0,15975.0,37.0,0.0
sat_personas_differs_from_total_population,EC090450,Guayas,Balzar,Balzar,57806,57829.0,57806.0,23.0,0.0
sat_personas_differs_from_total_population,EC150950,Napo,Carlos Julio Arosemena Tola,Carlos Julio Arosemena Tola,4646,4647.0,4646.0,1.0,0.0
sat_personas_differs_from_total_population,EC111450,Loja,Pindal,Pindal,4392,4393.0,4392.0,1.0,0.0
sat_personas_differs_from_total_population,EC120452,Los Ríos,Puebloviejo,San Juan,20763,20768.0,20763.0,5.0,0.0
sat_personas_differs_from_total_population,EC050550,Cotopaxi,Salcedo,San Miguel,39069,39101.0,39069.0,32.0,0.0
sat_personas_differs_from_total_population,EC170171,Pichincha,Distrito Metropolitano de Quito,Nono,2935,2938.0,2935.0,3.0,0.0
sat_personas_differs_from_total_population,EC170450,Pichincha,Pedro Moncayo,Tabacundo,21006,21157.0,21006.0,151.0,0.0
sat_personas_differs_from_total_population,EC170550,Pichincha,Rumiñahui,Sangolquí,102748,102863.0,102748.0,115.0,0.0
sat_personas_differs_from_total_population,EC120150,Los Ríos,Babahoyo,Babahoyo,111724,112033.0,111724.0,309.0,0.0
sat_personas_differs_from_total_population,EC140750,Morona Santiago,Huamboya,Huamboya,4061,4083.0,4061.0,22.0,0.0
sat_personas_differs_from_total_population,EC230250,Santo Domingo de los Tsáchilas,La Concordia,La Concordia,37172,37178.0,37172.0,6.0,0.0
sat_personas_differs_from_total_population,EC070650,El Oro,El Guabo,El Guabo,35307,35467.0,35307.0,160.0,0.0
sat_personas_differs_from_total_population,EC020159,Bolívar,Guaranda,Simiátug,9406,9412.0,9406.0,6.0,0.0
sat_personas_differs_from_total_population,EC180159,Tungurahua,Ambato,Pasa,4228,4238.0,4228.0,10.0,0.0
sat_personas_differs_from_total_population,EC010450,Azuay,Nabón,Nabón,9079,9097.0,9079.0,18.0,0.0
sat_personas_differs_from_total_population,EC180550,Tungurahua,Patate,Patate,8680,8743.0,8680.0,63.0,0.0
sat_personas_differs_from_total_population,EC050161,Cotopaxi,Latacunga,Tanicuchí,15502,15509.0,15502.0,7.0,0.0
sat_personas_differs_from_total_population,EC170157,Pichincha,Distrito Metropolitano de Quito,Cumbayá,41752,41819.0,41752.0,67.0,0.0
sat_personas_differs_from_total_population,EC190650,Zamora Chinchipe,El Pangui,El Pangui,8312,8336.0,8312.0,24.0,0.0
sat_personas_differs_from_total_population,EC180450,Tungurahua,Mocha,Mocha,5817,5820.0,5817.0,3.0,0.0
sat_personas_differs_from_total_population,EC060352,Chimborazo,Colta,Columbe,9130,9132.0,9130.0,2.0,0.0
sat_personas_differs_from_total_population,EC010350,Azuay,Gualaceo,Gualaceo,22004,22019.0,22004.0,15.0,0.0
sat_personas_differs_from_total_population,EC091650,Guayas,Samborondón,Samborondón,81835,81854.0,81835.0,19.0,0.0
sat_personas_differs_from_total_population,EC092150,Guayas,Playas,General Villamil,58635,58768.0,58635.0,133.0,0.0
sat_personas_differs_from_total_population,EC111150,Loja,Saraguro,Saraguro,9675,9679.0,9675.0,4.0,0.0
sat_personas_differs_from_total_population,EC170154,Pichincha,Distrito Metropolitano de Quito,Calacalí,4963,4964.0,4963.0,1.0,0.0
sat_personas_differs_from_total_population,EC100154,Imbabura,Ibarra,La Esperanza,8589,8681.0,8589.0,92.0,0.0
sat_personas_differs_from_total_population,EC170351,Pichincha,Mejía,Aloag,10289,10319.0,10289.0,30.0,0.0
sat_personas_differs_from_total_population,EC140250,Morona Santiago,Gualaquiza,Gualaquiza,12319,12323.0,12319.0,4.0,0.0
sat_personas_differs_from_total_population,EC060750,Chimborazo,Guano,Guano,22688,22764.0,22688.0,76.0,0.0
sat_personas_differs_from_total_population,EC131650,Manabí,24 de Mayo,Sucre,15640,15645.0,15640.0,5.0,0.0
sat_personas_differs_from_total_population,EC170184,Pichincha,Distrito Metropolitano de Quito,Tumbaco,79011,79109.0,79011.0,98.0,0.0
sat_personas_differs_from_total_population,EC170353,Pichincha,Mejía,Cutuglahua,25418,25422.0,25418.0,4.0,0.0
sat_personas_differs_from_total_population,EC050162,Cotopaxi,Latacunga,Toacaso,11035,11037.0,11035.0,2.0,0.0
sat_personas_differs_from_total_population,EC180161,Tungurahua,Ambato,Pilagüín (PILAHUÍN),11440,11450.0,11440.0,10.0,0.0
sat_personas_differs_from_total_population,EC090350,Guayas,Balao,Balao,25649,25655.0,25649.0,6.0,0.0
sat_personas_differs_from_total_population,EC070950,El Oro,Pasaje,Pasaje,60886,60966.0,60886.0,80.0,0.0
sat_personas_differs_from_total_population,EC011050,Azuay,Oña,San Felipe de Oña,2453,2456.0,2453.0,3.0,0.0
sat_personas_differs_from_total_population,EC100550,Imbabura,Pimampiro,Pimampiro,10064,10076.0,10064.0,12.0,0.0
sat_personas_differs_from_total_population,EC180165,Tungurahua,Ambato,Santa Rosa,28200,28210.0,28200.0,10.0,0.0
sat_personas_differs_from_total_population,EC111350,Loja,Zapotillo,Zapotillo,5835,5851.0,5835.0,16.0,0.0
sat_personas_differs_from_total_population,EC131952,Manabí,Puerto López,Salango,5824,5838.0,5824.0,14.0,0.0
sat_personas_differs_from_total_population,EC050751,Cotopaxi,Sigchos,Chugchillán,6064,6075.0,6064.0,11.0,0.0
sat_personas_differs_from_total_population,EC170185,Pichincha,Distrito Metropolitano de Quito,Yaruquí,26527,26564.0,26527.0,37.0,0.0
sat_personas_differs_from_total_population,EC170164,Pichincha,Distrito Metropolitano de Quito,La Merced,11436,11438.0,11436.0,2.0,0.0
sat_personas_differs_from_total_population,EC010150,Azuay,Cuenca,Cuenca,360524,361524.0,360524.0,1000.0,0.0
sat_personas_differs_from_total_population,EC100650,Imbabura,San Miguel de Urcuquí,Urcuquí,6548,6551.0,6548.0,3.0,0.0
sat_personas_differs_from_total_population,EC050153,Cotopaxi,Latacunga,Guaytacama,11013,15158.0,11013.0,4145.0,0.0
sat_personas_differs_from_total_population,EC170252,Pichincha,Cayambe,Cangahua,18031,18037.0,18031.0,6.0,0.0
sat_personas_differs_from_total_population,EC050250,Cotopaxi,La Maná,La Maná,47939,47967.0,47939.0,28.0,0.0
sat_personas_differs_from_total_population,EC190250,Zamora Chinchipe,Chinchipe,Zumba,7876,7984.0,7876.0,108.0,0.0
sat_personas_differs_from_total_population,EC090750,Guayas,Durán,Eloy Alfaro,303831,303910.0,303831.0,79.0,0.0
sat_personas_differs_from_total_population,EC240152,Santa Elena,Santa Elena,Colonche,39988,40058.0,39988.0,70.0,0.0
sat_personas_differs_from_total_population,EC120450,Los Ríos,Puebloviejo,Puebloviejo,14960,14972.0,14960.0,12.0,0.0
sat_personas_differs_from_total_population,EC110850,Loja,Macará,Macará,15167,15235.0,15167.0,68.0,0.0
sat_personas_differs_from_total_population,EC050750,Cotopaxi,Sigchos,Sigchos,7540,7560.0,7540.0,20.0,0.0
sat_personas_differs_from_total_population,EC140850,Morona Santiago,San Juan Bosco,San Juan Bosco,2535,2547.0,2535.0,12.0,0.0
sat_personas_differs_from_total_population,EC140150,Morona Santiago,Morona,Macas,22193,22621.0,22193.0,428.0,0.0
sat_personas_differs_from_total_population,EC060150,Chimborazo,Riobamba,Riobamba,188664,188891.0,188664.0,227.0,0.0
sat_personas_differs_from_total_population,EC100150,Imbabura,Ibarra,San Miguel de Ibarra,167180,168068.0,167180.0,888.0,0.0
sat_personas_differs_from_total_population,EC180157,Tungurahua,Ambato,Juan Benigno Vela,7520,7523.0,7520.0,3.0,0.0
sat_personas_differs_from_total_population,EC020150,Bolívar,Guaranda,Guaranda,62268,62611.0,62268.0,343.0,0.0
sat_personas_differs_from_total_population,EC050450,Cotopaxi,Pujilí,Pujilí,42545,42614.0,42545.0,69.0,0.0
sat_personas_differs_from_total_population,EC180854,Tungurahua,Santiago de Píllaro,Presidente Urbina,3264,3265.0,3264.0,1.0,0.0
sat_personas_differs_from_total_population,EC230152,Santo Domingo de los Tsáchilas,Santo Domingo,Puerto Limón,11628,11630.0,11628.0,2.0,0.0
sat_personas_differs_from_total_population,EC110150,Loja,Loja,Loja,213130,214296.0,213130.0,1166.0,0.0
sat_personas_differs_from_total_population,EC130650,Manabí,Jipijapa,Jipijapa,54438,54639.0,54438.0,201.0,0.0
sat_personas_differs_from_total_population,EC050152,Cotopaxi,Latacunga,Belisario Quevedo,7269,7301.0,7269.0,32.0,0.0
sat_personas_differs_from_total_population,EC170250,Pichincha,Cayambe,Cayambe,49187,49308.0,49187.0,121.0,0.0
sat_personas_differs_from_total_population,EC120851,Los Ríos,Vinces,Antonio Sotomayor,17378,17382.0,17378.0,4.0,0.0
sat_personas_differs_from_total_population,EC050752,Cotopaxi,Sigchos,Isinliví,1941,1945.0,1941.0,4.0,0.0
sat_personas_differs_from_total_population,EC150350,Napo,Archidona,Archidona,14873,15316.0,14873.0,443.0,0.0
sat_personas_differs_from_total_population,EC180150,Tungurahua,Ambato,Ambato,187137,188338.0,187137.0,1201.0,0.0
sat_personas_differs_from_total_population,EC080166,Esmeraldas,Esmeraldas,Tachina,6395,6439.0,6395.0,44.0,0.0
sat_personas_differs_from_total_population,EC071450,El Oro,Las Lajas,La Victoria,3275,3287.0,3275.0,12.0,0.0
sat_personas_differs_from_total_population,EC170350,Pichincha,Mejía,Machachi,32808,32814.0,32808.0,6.0,0.0
sat_personas_differs_from_total_population,EC170175,Pichincha,Distrito Metropolitano de Quito,Pifo,23142,23202.0,23142.0,60.0,0.0
sat_personas_differs_from_total_population,EC180650,Tungurahua,Quero,Quero,14399,14431.0,14399.0,32.0,0.0
sat_personas_differs_from_total_population,EC180162,Tungurahua,Ambato,Quisapincha,10766,10777.0,10766.0,11.0,0.0
sat_personas_differs_from_total_population,EC091150,Guayas,Naranjal,Naranjal,51986,52002.0,51986.0,16.0,0.0
sat_personas_differs_from_total_population,EC180950,Tungurahua,Tisaleo,Tisaleo,12674,12676.0,12674.0,2.0,0.0
sat_personas_differs_from_total_population,EC190150,Zamora Chinchipe,Zamora,Zamora,17741,17950.0,17741.0,209.0,0.0
sat_personas_differs_from_total_population,EC090850,Guayas,El Empalme,Velasco Ibarra,50926,50951.0,50926.0,25.0,0.0
sat_personas_differs_from_total_population,EC060156,Chimborazo,Riobamba,Licto,6776,6778.0,6776.0,2.0,0.0
sat_personas_differs_from_total_population,EC132150,Manabí,Jaramijó,Jaramijó,29754,29759.0,29754.0,5.0,0.0
sat_personas_differs_from_total_population,EC090157,Guayas,Guayaquil,Puná,15244,15275.0,15244.0,31.0,0.0
sat_personas_differs_from_total_population,EC010151,Azuay,Cuenca,Baños,21783,21797.0,21783.0,14.0,0.0
sat_personas_differs_from_total_population,EC010851,Azuay,Santa Isabel,Abdón Calderón,4194,4228.0,4194.0,34.0,0.0
sat_personas_differs_from_total_population,EC092050,Guayas,San Jacinto de Yaguachi,San Jacinto de Yaguachi,32913,32914.0,32913.0,1.0,0.0
sat_personas_differs_from_total_population,EC060850,Chimborazo,Pallatanga,Pallatanga,11732,11796.0,11732.0,64.0,0.0
sat_personas_differs_from_total_population,EC010165,Azuay,Cuenca,Sayausí,10351,10352.0,10351.0,1.0,0.0
sat_personas_differs_from_total_population,EC140650,Morona Santiago,Sucúa,Sucúa,16277,16309.0,16277.0,32.0,0.0
sat_personas_differs_from_total_population,EC050151,Cotopaxi,Latacunga,Aláquez,7957,7958.0,7957.0,1.0,0.0
sat_personas_differs_from_total_population,EC080550,Esmeraldas,San Lorenzo,San Lorenzo,32117,32591.0,32117.0,474.0,0.0
sat_personas_differs_from_total_population,EC131350,Manabí,Santa Ana,Santa Ana de Vuelta Larga,24500,24506.0,24500.0,6.0,0.0
sat_personas_differs_from_total_population,EC130851,Manabí,Manta,San Lorenzo,5438,5444.0,5438.0,6.0,0.0
sat_personas_differs_from_total_population,EC110450,Loja,Celica,Celica,6677,6685.0,6677.0,8.0,0.0
sat_personas_differs_from_total_population,EC170176,Pichincha,Distrito Metropolitano de Quito,Píntag,23239,23240.0,23239.0,1.0,0.0
sat_personas_differs_from_total_population,EC010250,Azuay,Girón,Girón,8434,8441.0,8434.0,7.0,0.0
sat_personas_differs_from_total_population,EC080450,Esmeraldas,Quinindé,Rosa Zárate,55614,55722.0,55614.0,108.0,0.0
sat_personas_differs_from_total_population,EC170152,Pichincha,Distrito Metropolitano de Quito,Amaguaña,43150,43235.0,43150.0,85.0,0.0
sat_personas_differs_from_total_population,EC121050,Los Ríos,Buena Fe,San Jacinto de Buena Fe,59389,59559.0,59389.0,170.0,0.0
sat_personas_differs_from_total_population,EC210251,Sucumbíos,Gonzalo Pizarro,El Reventador,1063,1068.0,1063.0,5.0,0.0
sat_personas_differs_from_total_population,EC220250,Orellana,Aguarico,Nuevo Rocafuerte,3659,3662.0,3659.0,3.0,0.0
sat_personas_differs_from_total_population,EC050150,Cotopaxi,Latacunga,Latacunga,125524,125651.0,125524.0,127.0,0.0
sat_personas_differs_from_total_population,EC180250,Tungurahua,Baños de Agua Santa,Baños,15917,16121.0,15917.0,204.0,0.0
sat_personas_differs_from_total_population,EC092550,Guayas,Nobol,Narcisa de Jesús,23753,23850.0,23753.0,97.0,0.0
sat_personas_differs_from_total_population,EC210250,Sucumbíos,Gonzalo Pizarro,Lumbaquí,4159,4178.0,4159.0,19.0,0.0
sat_personas_differs_from_total_population,EC121250,Los Ríos,Mocache,Mocache,42023,42026.0,42023.0,3.0,0.0
sat_personas_differs_from_total_population,EC130153,Manabí,Portoviejo,Crucita,16985,16997.0,16985.0,12.0,0.0
sat_personas_differs_from_total_population,EC100352,Imbabura,Cotacachi,García Moreno,11546,11566.0,11546.0,20.0,0.0
sat_personas_differs_from_total_population,EC050458,Cotopaxi,Pujilí,Zumbahua,6934,6948.0,6934.0,14.0,0.0
sat_personas_differs_from_total_population,EC170356,Pichincha,Mejía,Tambillo,9842,9851.0,9842.0,9.0,0.0
sat_personas_differs_from_total_population,EC120154,Los Ríos,Babahoyo,Pimocha,28135,28145.0,28135.0,10.0,0.0
sat_personas_differs_from_total_population,EC150156,Napo,Tena,Puerto Napo,7144,7152.0,7144.0,8.0,0.0
sat_personas_differs_from_total_population,EC050156,Cotopaxi,Latacunga,Mulaló,9098,9101.0,9098.0,3.0,0.0
sat_personas_differs_from_total_population,EC240154,Santa Elena,Santa Elena,Manglaralto,36849,37167.0,36849.0,318.0,0.0
sat_personas_differs_from_total_population,EC040150,Carchi,Tulcán,Tulcán,63348,64218.0,63348.0,870.0,0.0
sat_personas_differs_from_total_population,EC120550,Los Ríos,Quevedo,Quevedo,186215,187103.0,186215.0,888.0,0.0
sat_personas_differs_from_total_population,EC060251,Chimborazo,Alausí,Achupallas,8111,8117.0,8111.0,6.0,0.0
sat_personas_differs_from_total_population,EC131352,Manabí,Santa Ana,Honorato Vásquez,5794,5813.0,5794.0,19.0,0.0
sat_personas_differs_from_total_population,EC130450,Manabí,El Carmen,El Carmen,84123,84141.0,84123.0,18.0,0.0
sat_personas_differs_from_total_population,EC130850,Manabí,Manta,Manta,261692,261871.0,261692.0,179.0,0.0
sat_personas_differs_from_total_population,EC150454,Napo,El Chaco,Santa Rosa,1646,1653.0,1646.0,7.0,0.0
sat_personas_differs_from_total_population,EC110161,Loja,Loja,Vilcabamba,5487,5516.0,5487.0,29.0,0.0
sat_personas_differs_from_total_population,EC170256,Pichincha,Cayambe,San José de Ayora,14388,14393.0,14388.0,5.0,0.0
sat_personas_differs_from_total_population,EC130250,Manabí,Bolívar,Calceta,34688,34702.0,34688.0,14.0,0.0
sat_personas_differs_from_total_population,EC070750,El Oro,Huaquillas,Huaquillas,56267,56303.0,56267.0,36.0,0.0
sat_personas_differs_from_total_population,EC220150,Orellana,Francisco de Orellana,El Coca (PUERTO FRANCISCO DE ORELLANA),59016,59104.0,59016.0,88.0,0.0
sat_personas_differs_from_total_population,EC110250,Loja,Calvas,Cariamanga,19361,19551.0,19361.0,190.0,0.0
sat_personas_differs_from_total_population,EC131850,Manabí,Olmedo,Olmedo,10085,10090.0,10085.0,5.0,0.0
sat_personas_differs_from_total_population,EC170150,Pichincha,Distrito Metropolitano de Quito,Quito,1772665,1776364.0,1772665.0,3699.0,0.0
sat_personas_differs_from_total_population,EC080150,Esmeraldas,Esmeraldas,Esmeraldas,168676,170529.0,168676.0,1853.0,0.0
sat_personas_differs_from_total_population,EC090150,Guayas,Guayaquil,Guayaquil,2651280,2665392.0,2651280.0,14112.0,0.0
sat_personas_differs_from_total_population,EC131453,Manabí,Sucre,Charapotó,23270,23361.0,23270.0,91.0,0.0
sat_personas_differs_from_total_population,EC131450,Manabí,Sucre,Bahía de Caráquez,26948,27284.0,26948.0,336.0,0.0
sat_personas_differs_from_total_population,EC080650,Esmeraldas,Atacames,Atacames,21645,21868.0,21645.0,223.0,0.0
sat_personas_differs_from_total_population,EC080356,Esmeraldas,Muisne,San Francisco,4992,5023.0,4992.0,31.0,0.0
sat_personas_differs_from_total_population,EC130950,Manabí,Montecristi,Montecristi,96831,96858.0,96831.0,27.0,0.0
sat_personas_differs_from_total_population,EC130550,Manabí,Flavio Alfaro,Flavio Alfaro,20170,20177.0,20170.0,7.0,0.0
sat_personas_differs_from_total_population,EC080350,Esmeraldas,Muisne,Muisne,8747,8788.0,8747.0,41.0,0.0
sat_personas_differs_from_total_population,EC131250,Manabí,Rocafuerte,Rocafuerte,42684,42688.0,42684.0,4.0,0.0
sat_personas_differs_from_total_population,EC060260,Chimborazo,Alausí,Tixán,8530,8533.0,8530.0,3.0,0.0
sat_personas_differs_from_total_population,EC130150,Manabí,Portoviejo,Portoviejo,252044,252248.0,252044.0,204.0,0.0
sat_personas_differs_from_total_population,EC050154,Cotopaxi,Latacunga,Joseguango Bajo,2467,2469.0,2467.0,2.0,0.0
sat_personas_differs_from_total_population,EC170950,Pichincha,Puerto Quito,Puerto Quito,25043,25067.0,25043.0,24.0,0.0
sat_personas_differs_from_total_population,EC132050,Manabí,Jama,Jama,16568,16588.0,16568.0,20.0,0.0
sat_personas_differs_from_total_population,EC130352,Manabí,Chone,Canuto,11132,11134.0,11132.0,2.0,0.0
sat_personas_differs_from_total_population,EC131752,Manabí,Pedernales,Diez de Agosto,6135,6140.0,6135.0,5.0,0.0
sat_personas_differs_from_total_population,EC131550,Manabí,Tosagua,Tosagua,31306,31309.0,31306.0,3.0,0.0
sat_personas_differs_from_total_population,EC140950,Morona Santiago,Taisha,Taisha,7812,7817.0,7812.0,5.0,0.0
sat_personas_differs_from_total_population,EC130750,Manabí,Junín,Junín,22323,22324.0,22323.0,1.0,0.0
sat_personas_differs_from_total_population,EC121150,Los Ríos,Valencia,Valencia,51496,51509.0,51496.0,13.0,0.0
sat_personas_differs_from_total_population,EC130350,Manabí,Chone,Chone,76186,76247.0,76186.0,61.0,0.0
sat_personas_differs_from_total_population,EC132250,Manabí,San Vicente,San Vicente,16849,16880.0,16849.0,31.0,0.0
sat_personas_differs_from_total_population,EC131750,Manabí,Pedernales,Pedernales,43002,43049.0,43002.0,47.0,0.0
sat_personas_differs_from_total_population,EC230150,Santo Domingo de los Tsáchilas,Santo Domingo,Santo Domingo de los Colorados,371880,373321.0,371880.0,1441.0,0.0
sat_personas_differs_from_total_population,EC050159,Cotopaxi,Latacunga,San Juan de Pastocalle,14881,14884.0,14881.0,3.0,0.0
sat_personas_differs_from_total_population,EC210252,Sucumbíos,Gonzalo Pizarro,Gonzalo Pizarro,3542,3545.0,3542.0,3.0,0.0
sat_personas_differs_from_total_population,EC010353,Azuay,Gualaceo,Jadán,4580,4581.0,4580.0,1.0,0.0
sat_personas_differs_from_total_population,EC010650,Azuay,Pucará,Pucará,7976,8001.0,7976.0,25.0,0.0
