rate_feature_id,numerator_feature_id,denominator_feature_id,numerator_metric,denominator_metric,table_name
censo_rate_autoidentificacion_cultura_sin_numero_hombres_autoidentificacion_segun_cultura_y_costumbres_mestiza_o,censo_ind_autoidentificacion_cultura_sin_numero_hombres_autoidentificacion_segun_cultura_y_costumbres_mestiza_o,censo_ind_autoidentificacion_cultura_sin_numero_hombres_numero_total_de_personas,Autoidentificación según cultura y costumbres | Mestiza/o,Número total de personas,"Población por autoidentificación según cultura y costumbres, según provincia, cantón, parroquia de residencia y sexo al nacer"
censo_rate_autoidentificacion_cultura_sin_numero_mujeres_autoidentificacion_segun_cultura_y_costumbres_mestiza_o,censo_ind_autoidentificacion_cultura_sin_numero_mujeres_autoidentificacion_segun_cultura_y_costumbres_mestiza_o,censo_ind_autoidentificacion_cultura_sin_numero_mujeres_numero_total_de_personas,Autoidentificación según cultura y costumbres | Mestiza/o,Número total de personas,"Población por autoidentificación según cultura y costumbres, según provincia, cantón, parroquia de residencia y sexo al nacer"
censo_rate_autoidentificacion_cultura_sin_numero_total_geografia_autoidentificacion_segun_cultura_y_costumbres_mestiza_o,censo_ind_autoidentificacion_cultura_sin_numero_total_geografia_autoidentificacion_segun_cultura_y_costumbres_mestiza_o,censo_ind_autoidentificacion_cultura_sin_numero_total_geografia_numero_total_de_personas,Autoidentificación según cultura y costumbres | Mestiza/o,Número total de personas,"Población por autoidentificación según cultura y costumbres, según provincia, cantón, parroquia de residencia y sexo al nacer"
censo_rate_composicion_hogar_1_2_numero_de_miembros_del_hogar_1_persona,censo_ind_composicion_hogar_1_2_numero_de_miembros_del_hogar_1_persona,censo_ind_composicion_hogar_1_2_numero_total_de_hogares,Número de miembros del hogar | 1 persona,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón y parroquia"
censo_rate_composicion_hogar_1_2_numero_de_miembros_del_hogar_2_personas,censo_ind_composicion_hogar_1_2_numero_de_miembros_del_hogar_2_personas,censo_ind_composicion_hogar_1_2_numero_total_de_hogares,Número de miembros del hogar | 2 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón y parroquia"
censo_rate_composicion_hogar_1_2_numero_de_miembros_del_hogar_3_personas,censo_ind_composicion_hogar_1_2_numero_de_miembros_del_hogar_3_personas,censo_ind_composicion_hogar_1_2_numero_total_de_hogares,Número de miembros del hogar | 3 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón y parroquia"
censo_rate_composicion_hogar_1_2_numero_de_miembros_del_hogar_4_personas,censo_ind_composicion_hogar_1_2_numero_de_miembros_del_hogar_4_personas,censo_ind_composicion_hogar_1_2_numero_total_de_hogares,Número de miembros del hogar | 4 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón y parroquia"
censo_rate_composicion_hogar_1_2_numero_de_miembros_del_hogar_5_personas_o_mas,censo_ind_composicion_hogar_1_2_numero_de_miembros_del_hogar_5_personas_o_mas,censo_ind_composicion_hogar_1_2_numero_total_de_hogares,Número de miembros del hogar | 5 personas o más,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón y parroquia"
censo_rate_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_1_persona,censo_ind_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_1_persona,censo_ind_composicion_hogar_2_2_hombres_numero_total_de_hogares,Número de miembros del hogar | 1 persona,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_2_personas,censo_ind_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_2_personas,censo_ind_composicion_hogar_2_2_hombres_numero_total_de_hogares,Número de miembros del hogar | 2 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_3_personas,censo_ind_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_3_personas,censo_ind_composicion_hogar_2_2_hombres_numero_total_de_hogares,Número de miembros del hogar | 3 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_4_personas,censo_ind_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_4_personas,censo_ind_composicion_hogar_2_2_hombres_numero_total_de_hogares,Número de miembros del hogar | 4 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_5_personas_o_mas,censo_ind_composicion_hogar_2_2_hombres_numero_de_miembros_del_hogar_5_personas_o_mas,censo_ind_composicion_hogar_2_2_hombres_numero_total_de_hogares,Número de miembros del hogar | 5 personas o más,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_1_persona,censo_ind_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_1_persona,censo_ind_composicion_hogar_2_2_mujeres_numero_total_de_hogares,Número de miembros del hogar | 1 persona,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_2_personas,censo_ind_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_2_personas,censo_ind_composicion_hogar_2_2_mujeres_numero_total_de_hogares,Número de miembros del hogar | 2 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_3_personas,censo_ind_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_3_personas,censo_ind_composicion_hogar_2_2_mujeres_numero_total_de_hogares,Número de miembros del hogar | 3 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_4_personas,censo_ind_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_4_personas,censo_ind_composicion_hogar_2_2_mujeres_numero_total_de_hogares,Número de miembros del hogar | 4 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_5_personas_o_mas,censo_ind_composicion_hogar_2_2_mujeres_numero_de_miembros_del_hogar_5_personas_o_mas,censo_ind_composicion_hogar_2_2_mujeres_numero_total_de_hogares,Número de miembros del hogar | 5 personas o más,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_1_persona,censo_ind_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_1_persona,censo_ind_composicion_hogar_2_2_total_geografia_numero_total_de_hogares,Número de miembros del hogar | 1 persona,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_2_personas,censo_ind_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_2_personas,censo_ind_composicion_hogar_2_2_total_geografia_numero_total_de_hogares,Número de miembros del hogar | 2 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_3_personas,censo_ind_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_3_personas,censo_ind_composicion_hogar_2_2_total_geografia_numero_total_de_hogares,Número de miembros del hogar | 3 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_4_personas,censo_ind_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_4_personas,censo_ind_composicion_hogar_2_2_total_geografia_numero_total_de_hogares,Número de miembros del hogar | 4 personas,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_5_personas_o_mas,censo_ind_composicion_hogar_2_2_total_geografia_numero_de_miembros_del_hogar_5_personas_o_mas,censo_ind_composicion_hogar_2_2_total_geografia_numero_total_de_hogares,Número de miembros del hogar | 5 personas o más,Número total de hogares,"Hogares por número de miembros del hogar, según provincia, cantón, parroquia y sexo del representante del hogar"
censo_rate_condiciones_vida_2_2_arrendada_anticresis_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_arrendada_anticresis_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_arrendada_anticresis_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | 1 persona por cuarto o menos,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_arrendada_anticresis_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_arrendada_anticresis_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_arrendada_anticresis_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 1 y hasta 3 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_presatada_o_cedida_no_paga_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_presatada_o_cedida_no_paga_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_presatada_o_cedida_no_paga_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | 1 persona por cuarto o menos,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_presatada_o_cedida_no_paga_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_presatada_o_cedida_no_paga_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_presatada_o_cedida_no_paga_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 1 y hasta 3 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_presatada_o_cedida_no_paga_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_3_y_hasta_5_personas_por_cuarto,censo_ind_condiciones_vida_2_2_presatada_o_cedida_no_paga_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_3_y_hasta_5_personas_por_cuarto,censo_ind_condiciones_vida_2_2_presatada_o_cedida_no_paga_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 3 y hasta 5 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_propia_regalada_donada_heredada_o_por_posesion_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_propia_regalada_donada_heredada_o_por_posesion_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_propia_regalada_donada_heredada_o_por_posesion_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | 1 persona por cuarto o menos,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_propia_regalada_donada_heredada_o_por_posesion_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_propia_regalada_donada_heredada_o_por_posesion_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_propia_regalada_donada_heredada_o_por_posesion_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 1 y hasta 3 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_propia_y_la_estan_pagando_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_propia_y_la_estan_pagando_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_propia_y_la_estan_pagando_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 1 y hasta 3 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_propia_y_totalmente_pagada_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_propia_y_totalmente_pagada_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_propia_y_totalmente_pagada_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | 1 persona por cuarto o menos,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_propia_y_totalmente_pagada_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_propia_y_totalmente_pagada_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_propia_y_totalmente_pagada_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 1 y hasta 3 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_propia_y_totalmente_pagada_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_3_y_hasta_5_personas_por_cuarto,censo_ind_condiciones_vida_2_2_propia_y_totalmente_pagada_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_3_y_hasta_5_personas_por_cuarto,censo_ind_condiciones_vida_2_2_propia_y_totalmente_pagada_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 3 y hasta 5 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_1_persona_por_cuarto_o_menos,censo_ind_condiciones_vida_2_2_total_geografia_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | 1 persona por cuarto o menos,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_hogares_con_0_cuartos,censo_ind_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_hogares_con_0_cuartos,censo_ind_condiciones_vida_2_2_total_geografia_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Hogares con 0 cuartos,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_1_y_hasta_3_personas_por_cuarto,censo_ind_condiciones_vida_2_2_total_geografia_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 1 y hasta 3 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_3_y_hasta_5_personas_por_cuarto,censo_ind_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_3_y_hasta_5_personas_por_cuarto,censo_ind_condiciones_vida_2_2_total_geografia_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 3 y hasta 5 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_5_personas_por_cuarto,censo_ind_condiciones_vida_2_2_total_geografia_numero_de_personas_por_cuarto_exclusivo_para_dormir_mas_de_5_personas_por_cuarto,censo_ind_condiciones_vida_2_2_total_geografia_numero_total_de_hogares,Número de personas por cuarto exclusivo para dormir | Más de 5 personas por cuarto,Número total de hogares,"Hogares por número de personas por cuarto exclusivo para dormir, según provincia, cantón, parroquia de residencia y condición de tenencia de la vivienda"
censo_rate_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_no_principal_combustible_o_energia_que_utiliza_para_cocinar_gas_de_tanque_o_cilindro,censo_ind_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_no_principal_combustible_o_energia_que_utiliza_para_cocinar_gas_de_tanque_o_cilindro,censo_ind_condiciones_vida_3_2_numero_total_de_hogares,Disponibilidad de cuarto o espacio exclusivo para cocinar | No | Principal combustible  o energía que utiliza para cocinar | Gas de tanque o cilindro,Número total de hogares,"Hogares por disponibilidad de cuarto o espacio exclusivo para cocinar y principal combustible o energía que utiliza para cocinar, según provincia, cantón y parroquia de residencia"
censo_rate_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_no_principal_combustible_o_energia_que_utiliza_para_cocinar_numero_de_hogares_que_no_cuentan_con_un_cuarto_o_espacio_exclusivo_para_cocinar,censo_ind_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_no_principal_combustible_o_energia_que_utiliza_para_cocinar_numero_de_hogares_que_no_cuentan_con_un_cuarto_o_espacio_exclusivo_para_cocinar,censo_ind_condiciones_vida_3_2_numero_total_de_hogares,Disponibilidad de cuarto o espacio exclusivo para cocinar | No | Principal combustible  o energía que utiliza para cocinar | Número de hogares que no cuentan con un cuarto o espacio exclusivo para cocinar,Número total de hogares,"Hogares por disponibilidad de cuarto o espacio exclusivo para cocinar y principal combustible o energía que utiliza para cocinar, según provincia, cantón y parroquia de residencia"
censo_rate_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_si_principal_combustible_o_energia_que_utiliza_para_cocinar_gas_de_tanque_o_cilindro,censo_ind_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_si_principal_combustible_o_energia_que_utiliza_para_cocinar_gas_de_tanque_o_cilindro,censo_ind_condiciones_vida_3_2_numero_total_de_hogares,Disponibilidad de cuarto o espacio exclusivo para cocinar | Si | Principal combustible  o energía que utiliza para cocinar | Gas de tanque o cilindro,Número total de hogares,"Hogares por disponibilidad de cuarto o espacio exclusivo para cocinar y principal combustible o energía que utiliza para cocinar, según provincia, cantón y parroquia de residencia"
censo_rate_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_si_principal_combustible_o_energia_que_utiliza_para_cocinar_lena_o_carbon,censo_ind_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_si_principal_combustible_o_energia_que_utiliza_para_cocinar_lena_o_carbon,censo_ind_condiciones_vida_3_2_numero_total_de_hogares,Disponibilidad de cuarto o espacio exclusivo para cocinar | Si | Principal combustible  o energía que utiliza para cocinar | Leña o carbón,Número total de hogares,"Hogares por disponibilidad de cuarto o espacio exclusivo para cocinar y principal combustible o energía que utiliza para cocinar, según provincia, cantón y parroquia de residencia"
censo_rate_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_si_principal_combustible_o_energia_que_utiliza_para_cocinar_numero_de_hogares_que_cuentan_con_un_cuarto_o_espacio_exclusivo_para_cocinar,censo_ind_condiciones_vida_3_2_disponibilidad_de_cuarto_o_espacio_exclusivo_para_cocinar_si_principal_combustible_o_energia_que_utiliza_para_cocinar_numero_de_hogares_que_cuentan_con_un_cuarto_o_espacio_exclusivo_para_cocinar,censo_ind_condiciones_vida_3_2_numero_total_de_hogares,Disponibilidad de cuarto o espacio exclusivo para cocinar | Si | Principal combustible  o energía que utiliza para cocinar | Número de hogares que cuentan con un cuarto o espacio exclusivo para cocinar,Número total de hogares,"Hogares por disponibilidad de cuarto o espacio exclusivo para cocinar y principal combustible o energía que utiliza para cocinar, según provincia, cantón y parroquia de residencia"
censo_rate_condiciones_vida_4_2_de_uso_exclusivo_del_hogar_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_pozo_ciego,censo_ind_condiciones_vida_4_2_de_uso_exclusivo_del_hogar_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_pozo_ciego,censo_ind_condiciones_vida_4_2_de_uso_exclusivo_del_hogar_numero_total_de_hogares,"Tipo de servicio higiénico disponible en la vivienda | Inodoro o escusado, conectado a pozo ciego",Número total de hogares,"Hogares por tipo de servicio higiénico de la vivienda, según  provincia, cantón, parroquia  de residencia y condición de exclusividad del servicio higiénico"
censo_rate_condiciones_vida_4_2_de_uso_exclusivo_del_hogar_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_pozo_septico,censo_ind_condiciones_vida_4_2_de_uso_exclusivo_del_hogar_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_pozo_septico,censo_ind_condiciones_vida_4_2_de_uso_exclusivo_del_hogar_numero_total_de_hogares,"Tipo de servicio higiénico disponible en la vivienda | Inodoro o escusado, conectado a pozo séptico",Número total de hogares,"Hogares por tipo de servicio higiénico de la vivienda, según  provincia, cantón, parroquia  de residencia y condición de exclusividad del servicio higiénico"
censo_rate_condiciones_vida_4_2_de_uso_exclusivo_del_hogar_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_red_publica_de_alcantarillado,censo_ind_condiciones_vida_4_2_de_uso_exclusivo_del_hogar_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_red_publica_de_alcantarillado,censo_ind_condiciones_vida_4_2_de_uso_exclusivo_del_hogar_numero_total_de_hogares,"Tipo de servicio higiénico disponible en la vivienda | Inodoro o escusado, conectado a red pública de alcantarillado",Número total de hogares,"Hogares por tipo de servicio higiénico de la vivienda, según  provincia, cantón, parroquia  de residencia y condición de exclusividad del servicio higiénico"
censo_rate_condiciones_vida_4_2_no_tiene_tipo_de_servicio_higienico_disponible_en_la_vivienda_no_tiene,censo_ind_condiciones_vida_4_2_no_tiene_tipo_de_servicio_higienico_disponible_en_la_vivienda_no_tiene,censo_ind_condiciones_vida_4_2_no_tiene_numero_total_de_hogares,Tipo de servicio higiénico disponible en la vivienda | No tiene,Número total de hogares,"Hogares por tipo de servicio higiénico de la vivienda, según  provincia, cantón, parroquia  de residencia y condición de exclusividad del servicio higiénico"
censo_rate_condiciones_vida_4_2_total_geografia_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_pozo_ciego,censo_ind_condiciones_vida_4_2_total_geografia_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_pozo_ciego,censo_ind_condiciones_vida_4_2_total_geografia_numero_total_de_hogares,"Tipo de servicio higiénico disponible en la vivienda | Inodoro o escusado, conectado a pozo ciego",Número total de hogares,"Hogares por tipo de servicio higiénico de la vivienda, según  provincia, cantón, parroquia  de residencia y condición de exclusividad del servicio higiénico"
censo_rate_condiciones_vida_4_2_total_geografia_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_pozo_septico,censo_ind_condiciones_vida_4_2_total_geografia_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_pozo_septico,censo_ind_condiciones_vida_4_2_total_geografia_numero_total_de_hogares,"Tipo de servicio higiénico disponible en la vivienda | Inodoro o escusado, conectado a pozo séptico",Número total de hogares,"Hogares por tipo de servicio higiénico de la vivienda, según  provincia, cantón, parroquia  de residencia y condición de exclusividad del servicio higiénico"
censo_rate_condiciones_vida_4_2_total_geografia_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_red_publica_de_alcantarillado,censo_ind_condiciones_vida_4_2_total_geografia_tipo_de_servicio_higienico_disponible_en_la_vivienda_inodoro_o_escusado_conectado_a_red_publica_de_alcantarillado,censo_ind_condiciones_vida_4_2_total_geografia_numero_total_de_hogares,"Tipo de servicio higiénico disponible en la vivienda | Inodoro o escusado, conectado a red pública de alcantarillado",Número total de hogares,"Hogares por tipo de servicio higiénico de la vivienda, según  provincia, cantón, parroquia  de residencia y condición de exclusividad del servicio higiénico"
censo_rate_condiciones_vida_4_2_total_geografia_tipo_de_servicio_higienico_disponible_en_la_vivienda_no_tiene,censo_ind_condiciones_vida_4_2_total_geografia_tipo_de_servicio_higienico_disponible_en_la_vivienda_no_tiene,censo_ind_condiciones_vida_4_2_total_geografia_numero_total_de_hogares,Tipo de servicio higiénico disponible en la vivienda | No tiene,Número total de hogares,"Hogares por tipo de servicio higiénico de la vivienda, según  provincia, cantón, parroquia  de residencia y condición de exclusividad del servicio higiénico"
censo_rate_condiciones_vida_5_2_compartido_con_varios_hogares_condicion_de_exclusividad_del_servicio_higienico_inodoro_o_escusado_compartido_con_varios_hogares,censo_ind_condiciones_vida_5_2_compartido_con_varios_hogares_condicion_de_exclusividad_del_servicio_higienico_inodoro_o_escusado_compartido_con_varios_hogares,censo_ind_condiciones_vida_5_2_compartido_con_varios_hogares_numero_total_de_hogares,"Condición de exclusividad del servicio higiénico, inodoro o escusado | Compartido con varios hogares",Número total de hogares,"Hogares por condición de exclusividad del servicio higienico o escusado, según provincia, cantón, parroquia de residencia y condición de exclusividad de las instalaciones y/o ducha para bañarse"
